title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
The War,1994-11-04,126.0,0,0,3.908596,6.3,39.0,0
Double Happiness,1994-09-07,87.0,0,759393,0.372239,5.5,2.0,759393
Muriels Wedding,1994-09-29,106.0,3000000,15119639,5.254847,6.9,104.0,9119639
The Baby-Sitters Club,1995-08-18,94.0,0,0,2.15805,5.3,23.0,0
Ace Ventura: Pet Detective,1994-02-04,86.0,15000000,107217396,11.247957,6.4,1684.0,77217396
"The Adventures of Priscilla, Queen of the Desert",1994-05-31,104.0,0,11220670,8.328596,7.2,174.0,11220670
Backbeat,1994-04-01,100.0,0,0,2.487951,6.2,37.0,0
Bitter Moon,1992-09-02,139.0,5000000,1862805,11.298195,7.0,115.0,-8137195
Bullets Over Broadway,1994-10-14,98.0,0,0,5.72288,7.0,130.0,0
Clear and Present Danger,1994-08-03,141.0,62000000,215887717,7.513245,6.4,390.0,91887717
The Client,1994-07-20,119.0,45000000,117615211,15.263829,6.4,287.0,27615211
"Corrina, Corrina",1994-08-12,115.0,0,0,6.924689,6.4,83.0,0
Crooklyn,1994-05-13,115.0,0,0,2.533022,6.7,31.0,0
The Crow,1994-05-11,102.0,15000000,94000000,15.799336,7.3,980.0,64000000
Cobb,1994-12-02,128.0,0,1007583,2.583363,6.1,29.0,1007583
The Flintstones,1994-05-26,91.0,46000000,341631208,15.019586,5.0,559.0,249631208
Forrest Gump,1994-07-06,142.0,55000000,677945399,48.307194,8.2,8147.0,567945399
Four Weddings and a Funeral,1994-03-09,117.0,6000000,254700832,8.990345,6.6,654.0,242700832
Higher Learning,1995-01-11,127.0,0,38290723,7.817811,6.4,49.0,38290723
I Like It Like That,1994-10-14,104.0,0,1777020,0.289295,6.3,4.0,1777020
I Love Trouble,1994-06-29,123.0,45000000,61947267,3.570874,5.3,41.0,-28052733
It Could Happen to You,1994-07-29,101.0,0,0,11.272073,6.1,154.0,0
The Jungle Book,1994-12-23,111.0,0,0,10.714235,5.9,107.0,0
"The Wonderful, Horrible Life of Leni Riefenstahl",1993-09-11,180.0,0,449707,0.568884,7.3,5.0,449707
The Lion King,1994-06-23,89.0,45000000,788241776,21.605761,8.0,5520.0,698241776
Little Buddha,1993-12-01,140.0,35000000,4858139,5.681522,6.0,76.0,-65141861
New Nightmare,1994-10-13,112.0,14000000,18090181,9.860522,6.4,297.0,-9909819
The Mask,1994-07-29,101.0,23000000,351583407,14.13488,6.6,2550.0,305583407
Maverick,1994-05-20,127.0,0,0,15.050326,6.6,490.0,0
Mrs. Parker and the Vicious Circle,1994-09-07,125.0,0,0,4.739054,6.3,20.0,0
The Naked Gun 33⅓: The Final Insult,1994-03-18,83.0,30000000,51132598,10.587232,6.4,535.0,-8867402
The Paper,1994-03-18,112.0,6000000,0,4.006063,6.1,40.0,-12000000
Reality Bites,1994-02-18,99.0,11500000,20079850,6.514592,6.5,180.0,-2920150
Red Rock West,1993-07-08,98.0,8000000,2000000,5.137903,6.4,71.0,-14000000
Ri¢hie Ri¢h,1994-12-19,95.0,40000000,0,6.595255,5.4,426.0,-80000000
Safe Passage,1994-12-01,98.0,0,0,4.931565,4.9,7.0,0
The River Wild,1994-09-30,111.0,45000000,0,10.511241,6.1,214.0,-90000000
Speed,1994-06-09,116.0,30000000,350448145,10.859292,6.8,1814.0,290448145
Speechless,1994-12-16,99.0,0,0,2.334226,5.5,24.0,0
Timecop,1994-09-15,99.0,27000000,101646581,8.907074,5.5,288.0,47646581
True Lies,1994-07-14,141.0,115000000,378882411,11.396099,6.8,1138.0,148882411
When a Man Loves a Woman,1994-04-29,126.0,0,50021959,4.322544,6.0,71.0,50021959
Wolf,1994-06-17,125.0,0,0,14.063845,6.0,221.0,0
Wyatt Earp,1994-06-24,191.0,63000000,25052000,9.277147,6.5,203.0,-100948000
Bad Company,1995-01-20,108.0,0,0,0.912415,4.9,12.0,0
A Man of No Importance,1994-12-22,99.0,0,953,0.406113,6.5,2.0,953
S.F.W.,1994-09-15,96.0,0,0,2.504529,6.1,22.0,0
A Low Down Dirty Shame,1994-11-23,100.0,10000000,29392418,3.021526,6.0,31.0,9392418
"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,91.0,0,0,0.054148,2.0,1.0,0
Colonel Chabert,1994-01-01,110.0,0,0,0.934312,5.9,9.0,0
"Faster, Pussycat! Kill! Kill!",1965-08-06,83.0,45000,0,4.220541,6.5,59.0,-90000
Jasons Lyric,1994-09-28,119.0,7000000,20851521,0.912909,5.9,9.0,6851521
The Secret Adventures of Tom Thumb,1993-12-10,61.0,0,0,0.381704,7.1,8.0,0
Street Fighter,1994-12-22,102.0,35000000,99423521,13.58449,4.1,330.0,29423521
Coldblooded,1995-09-15,92.0,0,0,2.342756,6.7,13.0,0
Desert Winds,1997-12-31,97.0,0,0,0.251223,0.0,0.0,0
Fall Time,1995-05-13,88.0,0,0,1.108494,6.3,6.0,0
The Fear,1995-01-20,98.0,0,0,0.268043,3.4,7.0,0
Frank and Ollie,1995-10-20,89.0,0,0,0.142357,7.5,4.0,0
Girl in the Cadillac,1995-10-24,89.0,0,0,0.405392,10.0,1.0,0
Homage,1995-05-03,97.0,0,0,0.014925,0.0,0.0,0
Mirage,1995-11-21,92.0,0,0,0.302957,4.0,1.0,0
Open Season,1996-05-03,97.0,0,0,0.012456,0.0,0.0,0
Dos Crímenes,1995-05-26,0.0,0,0,0.233376,5.0,1.0,0
Brother Minister: The Assassination of Malcolm X,1995-03-01,115.0,0,0,0.0368,4.0,1.0,0
Highlander: The Final Dimension,1994-11-29,99.0,26000000,36800000,6.866634,4.5,110.0,-15200000
Federal Hill,1995-02-24,97.0,0,0,0.100685,5.0,2.0,0
In the Mouth of Madness,1994-12-12,95.0,8000000,8946600,8.497643,7.1,307.0,-7053400
8 Seconds,1994-02-25,105.0,0,0,1.888534,7.2,22.0,0
Above the Rim,1994-03-23,96.0,0,0,4.38154,6.7,40.0,0
Addams Family Values,1993-11-19,94.0,0,48919043,17.555909,6.5,537.0,48919043
Martin Lawrence: You So Crazy,1994-04-27,84.0,0,0,0.394194,4.5,4.0,0
The Age of Innocence,1993-09-17,139.0,34000000,32255440,8.013617,7.0,172.0,-35744560
Airheads,1994-08-05,92.0,0,0,7.09232,5.8,222.0,0
The Air Up There,1994-01-07,107.0,17080000,21011500,1.896273,5.1,42.0,-13148500
Another Stakeout,1993-07-22,105.0,0,0,12.967239,4.9,58.0,0
Bad Girls,1994-04-22,99.0,0,15240435,14.644772,4.6,61.0,15240435
Barcelona,1994-07-29,100.0,3200000,0,1.632711,6.6,20.0,-6400000
Being Human,1994-05-06,122.0,40000000,0,2.783872,5.0,15.0,-80000000
The Beverly Hillbillies,1993-10-15,93.0,0,0,5.673735,5.0,86.0,0
Beverly Hills Cop III,1994-05-24,104.0,50000000,119208989,11.787784,5.5,445.0,19208989
Black Beauty,1994-07-29,88.0,0,0,8.398845,6.6,68.0,0
Blink,1994-01-26,106.0,0,16668552,3.00282,6.3,45.0,16668552
Blown Away,1994-07-01,121.0,0,30156002,13.155071,6.0,126.0,30156002
Blue Chips,1994-02-18,108.0,0,0,6.131056,5.7,41.0,0
Blue Sky,1994-09-16,101.0,0,0,4.993829,6.1,28.0,0
Body Snatchers,1993-06-09,87.0,13000000,428868,6.559693,5.8,102.0,-25571132
Boxing Helena,1993-06-18,107.0,0,1796389,4.304224,4.5,59.0,1796389
A Bronx Tale,1993-09-14,121.0,22000000,17287898,6.115628,7.4,447.0,-26712102
Cabin Boy,1994-01-07,80.0,0,3662459,1.679042,4.9,28.0,3662459
Calendar Girl,1993-09-03,90.0,13000000,2570145,1.316741,3.7,10.0,-23429855
Carlitos Way,1993-11-10,144.0,30000000,36516012,8.698509,7.7,805.0,-23483988
City Slickers II: The Legend of Curlys Gold,1994-06-10,116.0,0,0,8.605703,4.9,103.0,0
Clean Slate,1994-05-06,107.0,0,7355425,2.724621,5.7,25.0,7355425
Cliffhanger,1993-05-28,112.0,70000000,255000211,9.830853,6.1,600.0,115000211
Coneheads,1993-07-23,88.0,0,0,10.722729,4.8,228.0,0
Color of Night,1994-08-19,121.0,40000000,19726050,14.228963,5.4,117.0,-60273950
Cops & Robbersons,1994-04-15,93.0,0,0,7.042878,5.0,36.0,0
The Cowboy Way,1994-06-03,102.0,0,0,4.286279,5.1,38.0,0
Dangerous Game,1993-11-19,108.0,0,0,2.70097,5.4,9.0,0
Dave,1993-05-07,110.0,0,63000000,13.696394,6.3,205.0,63000000
Dazed and Confused,1993-09-24,102.0,6900000,7993039,6.8652,7.4,588.0,-5806961
Demolition Man,1993-10-08,115.0,57000000,159055768,11.626116,6.4,1018.0,45055768
The Endless Summer 2,1994-06-03,109.0,0,0,0.408159,7.1,12.0,0
Even Cowgirls Get the Blues,1994-05-13,96.0,8000000,0,2.970724,4.2,29.0,-16000000
Fatal Instinct,1993-10-29,91.0,0,0,3.555139,5.4,37.0,0
Farewell My Concubine,1993-09-16,171.0,0,0,4.875827,7.8,98.0,0
The Favor,1994-04-29,97.0,0,0,1.344876,3.3,6.0,0
Fearless,1993-10-15,122.0,0,0,9.284624,6.8,80.0,0
Fear of a Black Hat,1994-10-28,88.0,0,0,0.985441,5.8,11.0,0
With Honors,1994-04-29,103.0,0,0,2.969003,6.1,54.0,0
Flesh and Bone,1993-11-05,126.0,0,9488998,1.896869,6.2,22.0,9488998
Widows Peak,1994-05-13,101.0,0,0,0.409427,4.3,3.0,0
For Love or Money,1993-10-01,94.0,30000000,11146270,8.468869,5.7,77.0,-48853730
The Firm,1993-06-30,154.0,42000000,270248367,9.678367,6.6,513.0,186248367
Free Willy,1993-07-16,112.0,20000000,153698625,5.990572,6.0,429.0,113698625
Fresh,1994-08-24,114.0,0,0,3.970215,7.6,56.0,0
The Fugitive,1993-08-06,130.0,44000000,368875760,10.08937,7.2,1240.0,280875760
Geronimo: An American Legend,1993-12-10,115.0,35000000,18635620,4.653462,5.9,44.0,-51364380
The Getaway,1994-02-11,115.0,0,30,14.214403,5.4,81.0,30
Getting Even with Dad,1994-06-17,109.0,30000000,0,2.410545,4.5,43.0,-60000000
Go Fish,1994-06-10,83.0,0,0,0.775898,3.9,5.0,0
A Good Man in Africa,1994-07-14,94.0,0,0,5.22583,5.2,11.0,0
Guilty as Sin,1993-06-04,107.0,0,22886222,5.385108,5.6,21.0,22886222
Hard Target,1993-08-20,97.0,18000000,74189677,7.834351,6.1,237.0,38189677
Heaven & Earth,1993-12-24,140.0,33000000,0,4.190541,6.4,51.0,-66000000
Hot Shots! Part Deux,1993-05-21,86.0,25000000,133752825,13.482371,6.2,463.0,83752825
Live Nude Girls,1995-12-08,95.0,0,0,2.138959,4.7,12.0,0
The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,99.0,0,0,5.331753,6.1,83.0,0
The House of the Spirits,1993-10-19,140.0,25000000,0,10.687795,6.7,135.0,-50000000
House Party 3,1994-01-01,100.0,0,0,0.996047,4.6,11.0,0
The Hudsucker Proxy,1994-03-11,111.0,30000000,0,7.550545,7.1,280.0,-60000000
Ill Do Anything,1994-02-04,115.0,40000000,0,1.742974,5.7,18.0,-80000000
In the Army Now,1994-08-12,91.0,0,28881266,6.071466,4.7,54.0,28881266
In the Line of Fire,1993-07-08,128.0,40000000,176997168,12.637158,6.8,392.0,96997168
In the Name of the Father,1993-12-12,133.0,13000000,65796862,7.405895,7.6,363.0,39796862
The Inkwell,1994-04-22,110.0,0,8880705,0.613335,3.9,5.0,8880705
Whats Love Got to Do with It,1993-06-09,118.0,0,0,14.820883,6.9,75.0,0
Jimmy Hollywood,1994-03-30,112.0,30000000,0,4.563989,4.6,17.0,-60000000
Judgment Night,1993-10-15,110.0,0,12136938,5.538671,6.4,79.0,12136938
Jurassic Park,1993-06-11,127.0,63000000,920100000,8.863776,7.6,4956.0,794100000
Kalifornia,1993-09-01,117.0,9000000,2395231,8.4337,6.5,209.0,-15604769
Killing Zoe,1993-10-01,96.0,1500000,418961,4.948569,6.1,111.0,-2581039
King of the Hill,1993-08-20,103.0,0,0,4.375347,6.4,33.0,0
Lassie,1994-07-22,94.0,0,0,3.645342,6.1,54.0,0
Last Action Hero,1993-06-18,130.0,85000000,137298489,9.434006,6.1,725.0,-32701511
Life With Mikey,1993-06-04,91.0,0,0,6.446229,5.1,24.0,0
Lightning Jack,1994-03-11,98.0,0,0,2.913584,5.7,40.0,0
M. Butterfly,1993-09-09,101.0,0,1499795,6.516976,6.6,35.0,1499795
Made in America,1993-05-27,111.0,22000000,0,5.43085,5.3,86.0,-44000000
Malice,1993-09-29,107.0,0,46405336,9.861672,5.9,105.0,46405336
The Man without a Face,1993-08-25,114.0,0,24760338,5.997712,6.2,125.0,24760338
Manhattan Murder Mystery,1993-08-18,104.0,13500000,11285588,8.939404,7.1,169.0,-15714412
Menace II Society,1993-05-26,97.0,3500000,27900000,5.260924,7.2,179.0,20900000
Executive Decision,1996-03-15,133.0,55000000,121969216,13.106291,5.8,261.0,11969216
In the Realm of the Senses,1976-05-15,105.0,0,0,8.932494,6.5,112.0,0
What Happened Was...,1994-09-09,91.0,0,0,0.534606,7.0,7.0,0
Much Ado About Nothing,1993-05-07,111.0,8000000,0,8.62724,7.2,194.0,-16000000
Mr. Jones,1993-10-08,114.0,0,0,6.579753,5.9,35.0,0
Mr. Wonderful,1993-10-15,98.0,0,0,13.011091,5.5,11.0,0
Mrs. Doubtfire,1993-11-24,125.0,25000000,441286195,11.16553,7.0,1638.0,391286195
Naked,1993-09-14,131.0,0,0,8.665198,7.5,105.0,0
The Next Karate Kid,1994-07-18,107.0,12000000,15826984,9.9697,4.8,202.0,-8173016
The New Age,1994-09-16,112.0,0,0,0.596207,4.8,5.0,0
No Escape,1994-04-29,118.0,20000000,15340000,9.715187,6.1,86.0,-24660000
North,1994-07-22,87.0,40000000,0,15.534707,4.8,67.0,-80000000
Orlando,1992-09-01,93.0,4000000,0,3.800785,6.7,53.0,-8000000
A Perfect World,1993-11-24,138.0,30000000,135130999,8.040589,7.2,376.0,75130999
Philadelphia,1993-12-22,125.0,26000000,206678440,13.373006,7.6,1019.0,154678440
The Piano,1993-05-19,121.0,7000000,116700000,7.436758,7.1,290.0,102700000
Poetic Justice,1993-07-23,109.0,14000000,27515786,6.972599,6.9,47.0,-484214
The Program,1993-09-24,112.0,0,23042200,3.199976,6.0,28.0,23042200
The Puppet Masters,1994-10-21,109.0,0,8638072,7.272296,5.6,41.0,8638072
Radioland Murders,1994-10-21,108.0,0,0,8.506727,5.8,12.0,0
The Ref,1994-03-09,97.0,11000000,11439193,5.868677,6.7,99.0,-10560807
The Remains of the Day,1993-11-05,134.0,11500000,23237911,12.222576,7.5,213.0,237911
Renaissance Man,1994-06-03,128.0,40000000,24332324,4.985157,5.9,83.0,-55667676
Rising Sun,1993-07-30,125.0,0,107198790,6.279082,5.8,188.0,107198790
The Road to Wellville,1994-10-28,118.0,0,0,3.416181,5.5,43.0,0
RoboCop 3,1993-04-17,104.0,22000000,10696210,8.685798,4.2,309.0,-33303790
Robin Hood: Men in Tights,1993-07-28,104.0,20000000,35739755,17.136672,6.4,575.0,-4260245
Romeo Is Bleeding,1993-09-13,100.0,11500000,3275585,9.796318,5.7,36.0,-19724415
Romper Stomper,1992-03-05,94.0,0,0,5.157926,6.6,126.0,0
Ruby in Paradise,1993-10-08,114.0,800000,1001437,0.941994,5.6,10.0,-598563
Rudy,1993-09-17,114.0,12000000,22750363,5.914833,7.2,187.0,-1249637
The Saint of Fort Washington,1993-11-03,99.0,0,0,1.065843,4.0,5.0,0
Savage Nights,1992-08-19,126.0,0,0,1.031556,6.2,11.0,0
Schindlers List,1993-11-29,195.0,22000000,321365567,41.725123,8.3,4436.0,277365567
The Scout,1994-09-30,101.0,0,0,5.715608,5.3,37.0,0
Searching for Bobby Fischer,1993-08-13,110.0,0,7266383,12.048587,7.3,100.0,7266383
Second Best,1994-09-30,105.0,0,0,0.882596,5.9,8.0,0
The Secret Garden,1993-08-13,102.0,0,0,6.499523,7.1,232.0,0
Serial Mom,1994-04-13,95.0,13000000,7820688,5.305311,6.4,137.0,-18179312
The Shadow,1994-07-01,108.0,25000000,48063435,7.881107,5.4,140.0,-1936565
Shadowlands,1993-12-25,131.0,22000000,0,2.96586,6.8,61.0,-44000000
Short Cuts,1993-09-05,187.0,0,6110979,8.829337,6.9,136.0,6110979
A Simple Twist of Fate,1994-09-02,106.0,0,0,4.13516,5.7,26.0,0
Sirens,1993-10-01,98.0,0,7770731,2.86213,5.2,31.0,7770731
Six Degrees of Separation,1993-12-08,112.0,0,0,8.730025,6.5,75.0,0
Sleepless in Seattle,1993-06-24,105.0,21000000,227799884,10.234919,6.5,630.0,185799884
Sliver,1993-05-21,108.0,40000000,116300000,11.23297,4.9,144.0,36300000
Blade Runner,1982-06-25,117.0,28000000,33139618,96.272374,7.9,3833.0,-22860382
Son in Law,1993-07-02,95.0,0,36448200,9.122718,5.6,81.0,36448200
So I Married an Axe Murderer,1993-07-30,93.0,20000000,11585483,8.051914,6.1,131.0,-28414517
Striking Distance,1993-09-17,102.0,30,0,13.390917,5.4,223.0,-60
Harem,1985-11-20,113.0,0,0,1.825468,4.0,4.0,0
Super Mario Bros.,1993-05-28,104.0,48000000,20915465,7.198455,4.0,236.0,-75084535
Surviving the Game,1994-04-15,96.0,7400000,7690013,3.644641,6.1,53.0,-7109987
Terminal Velocity,1994-09-23,102.0,50000000,16478900,8.012225,5.0,82.0,-83521100
Thirty Two Short Films About Glenn Gould,1993-11-26,93.0,0,0,0.873068,7.4,9.0,0
Threesome,1994-04-08,93.0,0,0,10.82236,6.3,57.0,0
The Nightmare Before Christmas,1993-10-09,76.0,18000000,75634409,17.730913,7.6,2135.0,39634409
The Three Musketeers,1993-11-11,105.0,30000000,53898845,6.34785,6.2,219.0,-6101155
Tombstone,1993-12-25,130.0,25000000,56505065,11.338194,7.4,632.0,6505065
Trial by Jury,1994-09-09,107.0,0,0,0.85586,5.5,5.0,0
True Romance,1993-09-09,120.0,12500000,12281551,17.189328,7.5,762.0,-12718449
The War Room,1993-12-05,96.0,0,0,1.273617,7.3,19.0,0
The Pagemaster,1994-11-23,80.0,27000000,13670688,7.436001,6.2,178.0,-40329312
"Paris, France",1994-02-04,112.0,0,0,0.741522,6.0,2.0,0
"The Beans of Egypt, Maine",1994-01-01,0.0,0,0,0.38247,0.0,1.0,0
Killer,1994-09-14,97.0,0,0,0.422224,3.0,2.0,0
Welcome to the Dollhouse,1995-05-24,88.0,0,0,5.14056,6.9,103.0,0
Germinal,1993-09-29,160.0,0,0,2.759302,6.3,43.0,0
Chasers,1994-04-22,102.0,0,1596687,9.85327,4.7,22.0,1596687
Cronos,1993-09-12,94.0,0,0,5.513024,6.4,153.0,0
Naked in New York,1993-11-10,95.0,0,0,0.449733,4.0,3.0,0
Kika,1993-10-28,117.0,0,0,3.647321,6.8,58.0,0
Bhaji on the Beach,1994-01-21,100.0,0,0,0.441585,5.1,10.0,0
Little Big League,1994-06-29,119.0,0,0,1.960563,6.0,20.0,0
The Slingshot,1993-09-24,102.0,0,0,1.764582,6.2,10.0,0
Wide Eyed and Legless,1993-09-05,102.0,0,0,0.00015,0.0,0.0,0
Foreign Student,1994-07-29,90.0,0,0,0.002789,0.0,0.0,0
"Ciao, Professore!",1992-10-01,100.0,0,0,3.456868,7.2,74.0,0
Spanking the Monkey,1994-01-15,106.0,200000,0,2.799575,5.3,29.0,-400000
The Little Rascals,1994-08-05,82.0,0,67308282,6.707109,6.3,214.0,67308282
À la mode,1993-09-10,82.0,0,0,8.2e-05,0.0,0.0,0
Andre,1994-08-17,94.0,0,0,3.139316,5.0,31.0,0
The Escort,1993-01-01,92.0,0,0,0.046196,5.0,5.0,0
Princess Caraboo,1994-09-16,97.0,0,3021629,1.943323,4.4,5.0,3021629
The Celluloid Closet,1996-01-30,102.0,0,0,6.784687,7.0,24.0,0
Café au Lait,1993-01-01,94.0,0,0,1.040873,6.8,4.0,0
Dear Diary,1993-10-12,100.0,0,0,2.904734,6.9,46.0,0
I Dont Want to Talk About It,1993-05-20,106.0,0,0,1.213481,6.0,1.0,0
The Brady Bunch Movie,1995-02-16,84.0,0,0,4.233092,5.9,87.0,0
Home Alone,1990-11-09,103.0,18000000,476684675,0.702543,7.1,2487.0,440684675
Ghost,1990-07-12,127.0,22000000,505000000,11.945397,6.9,1381.0,461000000
Aladdin,1992-11-25,90.0,28000000,504050219,16.357419,7.4,3495.0,448050219
Terminator 2: Judgment Day,1991-07-01,137.0,100000000,520000000,22.661695,7.7,4274.0,320000000
Dances with Wolves,1990-11-09,181.0,22000000,424208848,11.654349,7.6,1084.0,380208848
Tough and Deadly,1995-02-14,92.0,0,0,0.426887,6.3,4.0,0
Batman,1989-06-23,126.0,35000000,411348924,19.10673,7.0,2145.0,341348924
The Silence of the Lambs,1991-02-01,119.0,19000000,272742922,4.307222,8.1,4549.0,234742922
Snow White and the Seven Dwarfs,1937-12-20,83.0,1488423,184925486,16.263878,6.9,1973.0,181948640
Beauty and the Beast,1991-11-13,84.0,25000000,377350553,23.433511,7.5,3029.0,327350553
Pinocchio,1940-02-23,88.0,2600000,84300000,14.202284,6.9,1412.0,79100000
Pretty Woman,1990-03-23,119.0,14000000,463000000,13.348451,7.0,1807.0,435000000
Window to Paris,1993-12-01,87.0,0,0,0.345748,6.0,6.0,0
The Wild Bunch,1969-06-17,145.0,6244087,638641,11.722424,7.7,266.0,-11849533
Love and a .45,1994-11-23,101.0,0,0,3.40523,5.5,15.0,0
The Wooden Mans Bride,1994-02-05,113.0,0,0,0.088451,6.5,1.0,0
A Great Day in Harlem,1994-09-27,60.0,0,0,0.076352,7.0,2.0,0
Bye Bye Love,1995-03-16,106.0,0,0,2.47308,6.1,20.0,0
One Fine Day,1996-12-20,108.0,0,97529550,7.009946,6.1,160.0,97529550
Candyman: Farewell to the Flesh,1995-03-17,93.0,0,13940383,4.983552,5.0,64.0,13940383
Century,1993-12-31,112.0,0,0,1.461029,5.0,1.0,0
Fargo,1996-04-05,98.0,7000000,60611975,12.61469,7.7,2080.0,46611975
Homeward Bound II: Lost in San Francisco,1996-03-08,89.0,0,32709423,14.657754,6.0,105.0,32709423
Heavy Metal,1981-08-07,90.0,9300000,0,7.640073,6.3,150.0,-18600000
Hellraiser: Bloodline,1996-03-08,86.0,4000000,16675000,5.263187,4.9,111.0,8675000
The Pallbearer,1996-05-03,97.0,8000000,0,8.174116,4.6,30.0,-16000000
Jane Eyre,1996-02-09,112.0,0,0,2.420301,7.1,51.0,0
Loaded,1996-04-12,91.0,500000,0,0.618066,4.0,3.0,-1000000
Bread and Chocolate,1974-05-05,100.0,0,0,1.306628,7.1,10.0,0
The Aristocats,1970-12-23,78.0,4000000,55675257,9.834047,7.1,1287.0,47675257
The Flower of My Secret,1995-09-22,107.0,0,0,2.286788,6.9,43.0,0
Two Much,1996-02-14,118.0,0,0,1.620174,5.1,24.0,0
Ed,1996-03-15,94.0,0,0,5.174212,3.6,24.0,0
Scream of Stone,1991-01-01,105.0,0,0,0.736081,7.5,4.0,0
My Favorite Season,1993-05-14,127.0,0,0,0.516924,6.4,4.0,0
A Modern Affair,1996-09-06,90.0,0,0,0.173207,5.0,1.0,0
Condition Red,1995-12-08,83.0,0,0,0.793932,4.7,3.0,0
Halfaouine: Boy of the Terraces,1990-01-01,98.0,0,0,1.983301,7.4,5.0,0
A Thin Line Between Love and Hate,1996-04-04,108.0,0,0,2.256747,5.7,15.0,0
The Last Supper,1995-09-08,92.0,0,442965,4.619915,6.5,82.0,442965
Primal Fear,1996-04-03,129.0,30000000,102616183,10.326213,7.4,644.0,42616183
Rude,1995-09-08,89.0,0,0,0.065827,6.0,1.0,0
Carried Away,1996-01-26,109.0,0,0,1.67218,5.4,5.0,0
All Dogs Go to Heaven 2,1996-03-29,82.0,0,8620678,5.028897,5.0,50.0,8620678
Land and Freedom,1995-01-01,109.0,0,0,6.144235,7.0,53.0,0
Denise Calls Up,1995-05-17,80.0,0,0,0.466476,6.6,5.0,0
Theodore Rex,1995-12-14,92.0,33500000,0,2.583686,3.6,17.0,-67000000
A Family Thing,1996-03-29,109.0,0,0,6.207993,5.6,14.0,0
Frisk,1996-03-22,88.0,0,0,0.319215,3.0,3.0,0
Sgt. Bilko,1996-03-29,90.0,0,0,5.70904,5.5,96.0,0
Jack & Sarah,1995-06-02,110.0,0,218626,1.523446,5.1,10.0,218626
Girl 6,1996-03-22,108.0,12000000,4939939,4.405169,5.7,17.0,-19060061
Diabolique,1996-03-22,107.0,0,0,4.530079,5.4,74.0,0
"Little Indian, Big City",1994-12-14,90.0,0,0,4.728163,6.0,145.0,0
Roula,1995-09-11,97.0,0,0,0.149157,5.0,1.0,0
Nelly and Monsieur Arnaud,1996-04-12,106.0,0,0,1.784647,7.1,16.0,0
Courage Under Fire,1996-07-04,117.0,46000000,100860818,11.595316,6.2,240.0,8860818
Mission: Impossible,1996-05-22,110.0,80000000,457696359,15.793477,6.7,2677.0,297696359
Cold Fever,1995-02-10,85.0,0,0,0.494977,7.7,6.0,0
Moll Flanders,1996-06-14,123.0,0,0,2.337263,6.2,19.0,0
The Superwife,1996-03-06,86.0,0,0,0.821299,5.3,7.0,0
"301, 302",1995-04-22,100.0,0,0,0.396626,6.2,10.0,0
DragonHeart,1996-05-31,103.0,57000000,115267375,23.63659,6.4,553.0,1267375
My Mothers Courage,1995-09-12,93.0,0,0,0.622885,0.0,0.0,0
Eddie,1996-05-31,100.0,0,0,3.09233,5.4,46.0,0
Yankee Zulu,1993-12-01,100.0,0,0,1.558066,6.0,4.0,0
Billys Holiday,1995-07-26,92.0,0,0,0.002444,0.0,0.0,0
Purple Noon,1960-03-10,115.0,0,0,3.804493,7.3,73.0,0
August,1996-08-08,94.0,0,0,0.987434,5.3,3.0,0
James and the Giant Peach,1996-04-12,79.0,38000000,28921264,13.217623,6.2,375.0,-47078736
Fear,1996-04-12,97.0,0,0,6.954926,6.1,157.0,0
Kids in the Hall: Brain Candy,1996-04-02,89.0,0,0,2.299851,5.9,26.0,0
Faithful,1996-04-03,91.0,13000000,9789900,1.296862,4.8,4.0,-16210100
Underground,1995-04-11,170.0,14000000,0,14.587894,7.5,143.0,-28000000
All Things Fair,1995-03-08,130.0,0,0,3.582047,6.1,23.0,0
Bloodsport II,1996-03-01,90.0,0,684351,3.085207,5.2,23.0,684351
Pather Panchali,1955-08-26,125.0,0,536364,3.900709,7.9,63.0,536364
The World of Apu,1959-05-01,117.0,0,16000,2.381806,8.2,40.0,16000
Mystery Science Theater 3000: The Movie,1996-04-19,73.0,0,0,2.985163,7.0,71.0,0
Tarantella,1996-03-15,100.0,0,0,0.001662,0.0,0.0,0
Space Jam,1996-11-15,88.0,80000000,250200000,11.054251,6.5,1335.0,90200000
Barbarella,1968-10-10,98.0,9000000,2500000,14.304205,5.7,149.0,-15500000
Hostile Intentions,1995-01-01,90.0,0,0,0.062388,8.0,1.0,0
They Bite,1996-01-01,98.0,0,0,0.466991,5.5,1.0,0
Some Folks Call It a Sling Blade,1994-03-26,25.0,0,0,0.459376,7.5,8.0,0
The Run of the Country,1995-09-22,0.0,0,0,0.117662,8.0,2.0,0
Alphaville,1965-05-05,100.0,220000,0,4.658149,6.8,100.0,-440000
Coup de Torchon,1981-11-04,128.0,0,0,2.272213,6.8,21.0,0
Tigrero: A Film That Was Never Made,1994-01-01,75.0,0,0,0.18343,7.5,4.0,0
